"","index","accuracy","precision","recall","f1","auc","drift","event_type","example","classifier","drifter","drifter_target","incremental_memory"
"84",86,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"85",87,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"86",88,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"87",89,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"88",90,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"89",91,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"90",92,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"91",93,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"92",94,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"93",95,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"94",96,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"95",97,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"96",98,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"97",99,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"98",100,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"99",101,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"100",102,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"101",103,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"102",104,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"103",105,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"104",106,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"105",107,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"106",108,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"107",109,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"108",110,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"109",111,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"110",112,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"111",113,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"112",114,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"113",115,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"114",116,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"115",117,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"116",118,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"117",119,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"118",120,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"119",121,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"120",122,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"121",123,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"122",124,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"123",125,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"124",126,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"125",127,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"126",128,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"127",129,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"128",130,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"129",131,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"130",132,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"131",133,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"132",134,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"133",135,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"134",136,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"135",137,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"136",138,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"137",139,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"138",140,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"139",141,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"140",142,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"141",143,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"142",144,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"143",145,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"144",146,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"145",147,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"146",148,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"147",149,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"148",150,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"149",151,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"150",152,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"151",153,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"152",154,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"153",155,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"154",156,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"155",157,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"156",158,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"157",159,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"158",160,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"159",161,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"160",162,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"161",163,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"162",164,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"163",165,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"164",166,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"165",167,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"166",168,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"167",169,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"168",170,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"169",171,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"170",172,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"171",173,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"172",174,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"173",175,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"174",176,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"175",177,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"176",178,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"177",179,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"178",180,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"179",181,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"180",182,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"181",183,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"182",184,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"183",185,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"184",186,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"185",187,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"186",188,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"187",189,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"188",190,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"189",191,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"190",192,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"191",193,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"192",194,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"193",195,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"194",196,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"195",197,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"196",198,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"197",199,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"198",200,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"199",201,1,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"200",202,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"201",203,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"202",204,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"203",205,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"204",206,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"205",207,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"206",208,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"207",209,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"208",210,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"209",211,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"210",212,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"211",213,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"212",214,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"213",215,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"214",216,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"215",217,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"216",218,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"217",219,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"218",220,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"219",221,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"220",222,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"221",223,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"222",224,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"223",225,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"224",226,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"225",227,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"226",228,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"227",229,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"228",230,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"229",231,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"230",232,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"231",233,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"232",234,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"233",235,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"234",236,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"235",237,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"236",238,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"237",239,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"238",240,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"239",241,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"240",242,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"241",243,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"242",244,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"243",245,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"244",246,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"245",247,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"246",248,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"247",249,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"248",250,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"249",251,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"250",252,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"251",253,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
"252",254,0,NA,NA,NA,0,FALSE,8,"WELL20","cla_majority","dfr_multi_criteria","combination","combination"
